JobTitle_TechTopic,id,interviewQuestionCount,interviewReviewCount,name,averageOverallDifficulty,overallDifficultyCount,overallExperienceCount,overallPosExperiencePercent,overallPosExperienceCount,overallNeutExperiencePercent,overallNeutExperienceCount,overallNegExperiencePercent,overallNegExperienceCount
Supply Chain Manager,1644926,1,1,Origin Bars,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Strategy Manager,100561,1,1,Indeed,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Strategy Manager,2763,1,1,Deloitte,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Strategy Manager,461657,1,1,New Relic,3.5,8,7,28.57143,2,0,0,71.42857,5
Technical Support Associate,9079,2,2,Google,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Technical Support Associate,8348,2,2,Convergys,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Technical Support Associate,235161,1,1,FireEye,3.5,8,7,28.57143,2,0,0,71.42857,5
Technology Consultant,2763,9,9,Deloitte,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Technology Consultant,4138,9,7,Accenture,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Technology Consultant,8450,6,6,PwC,3.5,8,7,28.57143,2,0,0,71.42857,5
Technology Consultant,354,2,2,IBM,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Senior Data Engineer,1105237,1,1,BetBright,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior Data Engineer,546462,1,1,Smaato,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Associate Quality Assurance Engineer,197851,1,1,Workday,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Software Engineer,1651,52,38,Microsoft,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Software Engineer,6036,54,34,Amazon,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Software Engineer,197851,34,28,Workday,3.5,8,7,28.57143,2,0,0,71.42857,5
Software Engineer,354,24,22,IBM,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Software Engineer,227605,33,20,HubSpot,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Software Engineer,2151,19,17,AOL,3.2,5,5,100,5,0,0,0,0
Software Engineer,9079,23,17,Google,3,5,5,100,5,0,0,0,0
Software Engineer,295128,20,16,Arista Networks,2.6666667,3,4,50,2,0,0,50,2
Software Engineer,3472,14,14,Ericsson-Worldwide,3,4,4,25,1,50,2,25,1
Software Engineer,1035935,27,12,Intercom,3.25,4,4,75,3,0,0,25,1
Business Analyst,9079,4,6,Google,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Business Analyst,4138,6,6,Accenture,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Business Analyst,8843,5,5,Citi,3.5,8,7,28.57143,2,0,0,71.42857,5
Business Analyst,354,3,3,IBM,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Business Analyst,640364,3,3,Smartbox Worldwide,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Business Analyst,10883,5,3,Capita,3.2,5,5,100,5,0,0,0,0
Business Analyst,162,3,3,Colgate-Palmolive,3,5,5,100,5,0,0,0,0
Business Analyst,2893,3,3,McKinsey & Company,2.6666667,3,4,50,2,0,0,50,2
Business Analyst,219,2,3,EMC,3,4,4,25,1,50,2,25,1
Business Analyst,2786,3,2,Fidelity Investments,3.25,4,4,75,3,0,0,25,1
Sr Software Engineer,197851,10,10,Workday,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Sr Software Engineer,227605,12,7,HubSpot,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Sr Software Engineer,876778,6,5,Jet,3.5,8,7,28.57143,2,0,0,71.42857,5
Sr Software Engineer,3472,4,4,Ericsson-Worldwide,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Sr Software Engineer,2151,3,3,AOL,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Sr Software Engineer,15276,4,3,TripAdvisor,3.2,5,5,100,5,0,0,0,0
Sr Software Engineer,37680,2,3,Openet,3,5,5,100,5,0,0,0,0
Sr Software Engineer,2786,2,2,Fidelity Investments,2.6666667,3,4,50,2,0,0,50,2
Sr Software Engineer,929006,2,2,Teamwork.com,3,4,4,25,1,50,2,25,1
Sr Software Engineer,274320,2,2,Gilt Groupe,3.25,4,4,75,3,0,0,25,1
Software,1651,55,41,Microsoft,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Software,6036,57,38,Amazon,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Software,197851,43,34,Workday,3.5,8,7,28.57143,2,0,0,71.42857,5
Software,354,31,28,IBM,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Software,227605,35,22,HubSpot,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Software,2151,21,19,AOL,3.2,5,5,100,5,0,0,0,0
Software,295128,23,19,Arista Networks,3,5,5,100,5,0,0,0,0
Software,9079,24,18,Google,2.6666667,3,4,50,2,0,0,50,2
Software,3472,17,15,Ericsson-Worldwide,3,4,4,25,1,50,2,25,1
Software,4138,16,13,Accenture,3.25,4,4,75,3,0,0,25,1
Localisation QA Tester,463070,7,6,Keywords Studios,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Localisation QA Tester,3809,2,2,Activision,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Localisation QA Tester,10471,1,1,SAP,3.5,8,7,28.57143,2,0,0,71.42857,5
Build Engineer,673711,1,1,Pramerica,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Build Engineer,11516,1,1,BearingPoint,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Build Engineer,374475,1,1,Cundall,3.5,8,7,28.57143,2,0,0,71.42857,5
Engineering Manager,9079,4,4,Google,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Engineering Manager,704429,1,1,Instart,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Engineering Manager,3511,1,1,TelefÃ³nica,3.5,8,7,28.57143,2,0,0,71.42857,5
Engineering Manager,88,1,1,BD,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Engineering Manager,122537,2,1,Guidewire,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Engineering Manager,1327,1,1,Dell,3.2,5,5,100,5,0,0,0,0
Engineering Manager,301291,0,1,Groupon,3,5,5,100,5,0,0,0,0
Engineering Manager,360923,1,1,Zendesk,2.6666667,3,4,50,2,0,0,50,2
Senior Project Manager,1093041,0,1,Veritas,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior Project Manager,8994,1,1,SSE,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Senior Project Manager,1651,1,1,Microsoft,3.5,8,7,28.57143,2,0,0,71.42857,5
Senior Project Manager,349726,1,1,YapStone,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Senior Project Manager,14570,1,1,Covidien,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Senior Project Manager,6667,1,1,Novartis,3.2,5,5,100,5,0,0,0,0
Senior Project Manager,5632,1,1,AECOM,3,5,5,100,5,0,0,0,0
Team Lead,4138,8,6,Accenture,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Team Lead,9079,4,4,Google,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Team Lead,40772,2,2,Facebook,3.5,8,7,28.57143,2,0,0,71.42857,5
Team Lead,100546,1,1,Paddy Power Betfair,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Team Lead,640364,1,1,Smartbox Worldwide,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Team Lead,943563,1,1,Blueface,3.2,5,5,100,5,0,0,0,0
Team Lead,1017414,1,1,Zimmer Biomet,3,5,5,100,5,0,0,0,0
Team Lead,391850,1,1,Airbnb,2.6666667,3,4,50,2,0,0,50,2
Team Lead,256653,1,1,Booking.com,3,4,4,25,1,50,2,25,1
Team Lead,837525,1,1,Chill Insurance,3.25,4,4,75,3,0,0,25,1
Professor,229473,1,1,Dublin City University,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Professor,474207,0,1,Tohoku University,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Professor,307231,1,1,Trinity College Dublin,3.5,8,7,28.57143,2,0,0,71.42857,5
Professor,762870,1,1,Edge Hill University,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Research Assistant,221122,2,2,University College Dublin,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Research Assistant,229473,2,2,Dublin City University,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Research Assistant,315353,3,2,University College Cork,3.5,8,7,28.57143,2,0,0,71.42857,5
Research Assistant,142738,1,1,University of Illinois at Urbana-Champaign,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Research Assistant,221623,1,1,University of Auckland,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Research Assistant,307231,1,1,Trinity College Dublin,3.2,5,5,100,5,0,0,0,0
Research Assistant,4043,1,1,Esri,3,5,5,100,5,0,0,0,0
Research Assistant,443627,1,1,National University of Ireland-Galway,2.6666667,3,4,50,2,0,0,50,2
Research Assistant,900099,1,1,Economic and Social Research Institute,3,4,4,25,1,50,2,25,1
Research Fellow,221122,1,1,University College Dublin,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Software Architect,9936,0,1,Wipro,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Systems Administrator,100546,1,1,Paddy Power Betfair,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Systems Administrator,673066,1,1,FÃ¡ilte Ireland,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Systems Administrator,352834,1,1,Liberty IT,3.5,8,7,28.57143,2,0,0,71.42857,5
Systems Administrator,1044199,1,1,The National Maternity Hospital,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Systems Administrator,500140,0,1,Hostelworld.com,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Systems Administrator,152718,2,1,Globoforce Limited,3.2,5,5,100,5,0,0,0,0
Systems Administrator,6036,1,1,Amazon,3,5,5,100,5,0,0,0,0
Systems Administrator,9848,1,1,PayPal,2.6666667,3,4,50,2,0,0,50,2
Systems Administrator,227605,0,1,HubSpot,3,4,4,25,1,50,2,25,1
Systems Administrator,799094,1,1,Eishtec,3.25,4,4,75,3,0,0,25,1
Teaching Fellow,35539,1,1,University of Edinburgh,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Digital Account Manager,678536,1,1,Superior Internet Marketing,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Engineer,6036,118,88,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Engineer,197851,52,43,Workday,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Engineer,1651,56,42,Microsoft,3.5,8,7,28.57143,2,0,0,71.42857,5
Engineer,9079,50,42,Google,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Engineer,11159,40,32,Salesforce,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Engineer,10471,35,29,SAP,3.2,5,5,100,5,0,0,0,0
Engineer,227605,42,28,HubSpot,3,5,5,100,5,0,0,0,0
Engineer,354,29,26,IBM,2.6666667,3,4,50,2,0,0,50,2
Engineer,1519,29,22,Intel Corporation,3,4,4,25,1,50,2,25,1
Engineer,1035935,40,22,Intercom,3.25,4,4,75,3,0,0,25,1
Quality Assurance Specialist,1054689,1,1,LEO Pharma,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Business Developer,11159,71,48,Salesforce,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Business Developer,1737,29,20,Oracle,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Business Developer,227605,16,13,HubSpot,3.5,8,7,28.57143,2,0,0,71.42857,5
Business Developer,493261,5,5,Sidetrade,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Business Developer,415350,13,4,Dropbox,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Business Developer,1160,4,4,BMC Software,3.2,5,5,100,5,0,0,0,0
Business Developer,8797,3,4,Informatica,3,5,5,100,5,0,0,0,0
Business Developer,323717,4,2,Qualtrics,2.6666667,3,4,50,2,0,0,50,2
Business Developer,1100914,1,1,Web Summit,3,4,4,25,1,50,2,25,1
Business Developer,652524,1,1,Retirement Planning Council of Ireland,3.25,4,4,75,3,0,0,25,1
Sales Executive,837525,6,4,Chill Insurance,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Sales Executive,1043937,4,3,Field Management Ireland,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Sales Executive,227605,3,3,HubSpot,3.5,8,7,28.57143,2,0,0,71.42857,5
Sales Executive,1158096,3,3,Shaw Academy,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Sales Executive,914349,3,2,Joe Duffy Motor Group,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Sales Executive,640364,4,2,Smartbox Worldwide,3.2,5,5,100,5,0,0,0,0
Sales Executive,15276,6,2,TripAdvisor,3,5,5,100,5,0,0,0,0
Sales Executive,43314,2,2,Yelp,2.6666667,3,4,50,2,0,0,50,2
Sales Executive,1651,2,2,Microsoft,3,4,4,25,1,50,2,25,1
Sales Executive,323717,4,2,Qualtrics,3.25,4,4,75,3,0,0,25,1
Finance Administrator,38867,2,2,Allianz Care,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Finance Administrator,1089,2,1,Adecco,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Finance Administrator,297311,1,1,Mazars,3.5,8,7,28.57143,2,0,0,71.42857,5
Finance Administrator,824280,1,1,Nolan Transport,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Finance Administrator,10479,1,1,Bank of Ireland,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Senior DevOps Engineer,901314,1,1,Swrve,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior DevOps Engineer,360923,1,1,Zendesk,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
IT Support Engineer,486804,3,2,Ergo Group,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
IT Support Engineer,152996,1,1,Avatier Corporation,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
IT Support Engineer,6036,1,1,Amazon,3.5,8,7,28.57143,2,0,0,71.42857,5
IT Support Engineer,663713,2,1,Bimeda,3.3333333,6,6,50,3,16.666668,1,33.333336,2
IT Systems Administrator,100546,1,1,Paddy Power Betfair,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Business Analysts,9079,4,6,Google,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Business Analysts,4138,6,6,Accenture,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Business Analysts,8843,5,5,Citi,3.5,8,7,28.57143,2,0,0,71.42857,5
Business Analysts,354,3,3,IBM,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Business Analysts,640364,3,3,Smartbox Worldwide,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Business Analysts,10883,5,3,Capita,3.2,5,5,100,5,0,0,0,0
Business Analysts,162,3,3,Colgate-Palmolive,3,5,5,100,5,0,0,0,0
Business Analysts,2893,3,3,McKinsey & Company,2.6666667,3,4,50,2,0,0,50,2
Business Analysts,219,2,3,EMC,3,4,4,25,1,50,2,25,1
Business Analysts,2786,3,2,Fidelity Investments,3.25,4,4,75,3,0,0,25,1
Penetration Tester,1294233,2,2,Encription,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Sales Consultant,7749,5,4,Next Retail,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Sales Consultant,26574,4,4,RCI Exchanges,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Sales Consultant,139299,1,1,Morgan McKinley,3.5,8,7,28.57143,2,0,0,71.42857,5
Sales Consultant,346695,6,1,Pandora Jewelry,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Sales Consultant,488033,1,1,Abtran,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Sales Consultant,4138,1,1,Accenture,3.2,5,5,100,5,0,0,0,0
Sales Consultant,481066,1,1,Lifestyle Sports,3,5,5,100,5,0,0,0,0
Sales Consultant,5775,1,1,Vodafone,2.6666667,3,4,50,2,0,0,50,2
Sales Consultant,657894,1,1,SureSkills,3,4,4,25,1,50,2,25,1
Sales Consultant,397514,1,1,David Lloyd Leisure,3.25,4,4,75,3,0,0,25,1
Sales Support,7749,4,3,Next Retail,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Sales Support,113537,2,2,Marin Software,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Sales Support,34865,1,1,LinkedIn,3.5,8,7,28.57143,2,0,0,71.42857,5
Sales Support,1138,1,1,Apple,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Sales Support,332517,1,1,Intune,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Sales Support,43314,1,1,Yelp,3.2,5,5,100,5,0,0,0,0
Sales Support,38791,1,1,Maersk Line,3,5,5,100,5,0,0,0,0
Sales Support,131609,1,1,ServiceSource,2.6666667,3,4,50,2,0,0,50,2
Sales Support,780869,1,1,TravelBird,3,4,4,25,1,50,2,25,1
Sales Support,695878,1,1,Malvern House Dublin,3.25,4,4,75,3,0,0,25,1
Senior QA Engineer,1105237,2,2,BetBright,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior QA Engineer,17494,1,1,Tenable,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Senior QA Engineer,904582,1,1,Fenergo,3.5,8,7,28.57143,2,0,0,71.42857,5
Senior QA Engineer,651188,1,1,Corvil,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Senior QA Engineer,235161,1,1,FireEye,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Senior QA Engineer,403579,1,1,Rakuten Kobo,3.2,5,5,100,5,0,0,0,0
Senior QA Engineer,1150,1,1,Sage,3,5,5,100,5,0,0,0,0
SQL Developer,12849,1,1,Musgrave Group,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Technical Support Consultant,1090,1,1,Adobe,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Customer Success Manager,227605,8,7,HubSpot,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Customer Success Manager,323717,5,4,Qualtrics,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Customer Success Manager,433703,5,4,MongoDB,3.5,8,7,28.57143,2,0,0,71.42857,5
Customer Success Manager,420969,4,4,Wrike,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Customer Success Manager,10471,4,3,SAP,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Customer Success Manager,100431,4,3,Glassdoor,3.2,5,5,100,5,0,0,0,0
Customer Success Manager,34865,3,3,LinkedIn,3,5,5,100,5,0,0,0,0
Customer Success Manager,1090,1,1,Adobe,2.6666667,3,4,50,2,0,0,50,2
Customer Success Manager,1793619,1,1,ScheduleOnce,3,4,4,25,1,50,2,25,1
Customer Success Manager,950758,1,1,Slack,3.25,4,4,75,3,0,0,25,1
Data Protection Officer,7428,1,1,Lidl,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Escalation Engineer,5432,2,2,Citrix,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Escalation Engineer,364364,1,1,Pure Storage,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Business Development Representative,11159,42,32,Salesforce,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Business Development Representative,227605,16,13,HubSpot,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Business Development Representative,493261,3,3,Sidetrade,3.5,8,7,28.57143,2,0,0,71.42857,5
Business Development Representative,415350,12,3,Dropbox,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Business Development Representative,1160,2,2,BMC Software,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Business Development Representative,8797,2,2,Informatica,3.2,5,5,100,5,0,0,0,0
Business Development Representative,323717,3,1,Qualtrics,3,5,5,100,5,0,0,0,0
Business Development Representative,410790,4,1,Twilio,2.6666667,3,4,50,2,0,0,50,2
Business Development Representative,563809,1,1,SimpliVity,3,4,4,25,1,50,2,25,1
Business Development Representative,15276,1,1,TripAdvisor,3.25,4,4,75,3,0,0,25,1
Management Analyst,4138,4,3,Accenture,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Management Analyst,11516,1,1,BearingPoint,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Management Analyst,2893,1,1,McKinsey & Company,3.5,8,7,28.57143,2,0,0,71.42857,5
Digital Marketing,4138,4,4,Accenture,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Digital Marketing,9079,3,4,Google,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Digital Marketing,354,1,1,IBM,3.5,8,7,28.57143,2,0,0,71.42857,5
Digital Marketing,221122,1,1,University College Dublin,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Digital Marketing,1276753,1,1,Net Affinity,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Digital Marketing,1368210,1,1,Business in the Community Ireland,3.2,5,5,100,5,0,0,0,0
Digital Marketing,1140026,1,1,Bookassist,3,5,5,100,5,0,0,0,0
Digital Marketing,398127,1,1,WSI Internet,2.6666667,3,4,50,2,0,0,50,2
Digital Marketing,1358655,1,1,Skylads,3,4,4,25,1,50,2,25,1
Digital Marketing,8843,1,1,Citi,3.25,4,4,75,3,0,0,25,1
Social Media Manager,1519921,1,1,EZ Living Furniture,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Social Media Manager,347785,1,1,Tesco Ireland,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Account Executive,11159,46,38,Salesforce,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Account Executive,100561,24,19,Indeed,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Account Executive,34865,19,16,LinkedIn,3.5,8,7,28.57143,2,0,0,71.42857,5
Account Executive,43314,11,11,Yelp,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Account Executive,323717,9,9,Qualtrics,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Account Executive,227605,9,9,HubSpot,3.2,5,5,100,5,0,0,0,0
Account Executive,1737,6,7,Oracle,3,5,5,100,5,0,0,0,0
Account Executive,415350,6,6,Dropbox,2.6666667,3,4,50,2,0,0,50,2
Account Executive,950758,5,4,Slack,3,4,4,25,1,50,2,25,1
Account Executive,420969,4,4,Wrike,3.25,4,4,75,3,0,0,25,1
Demand Generation Manager,818411,2,2,Poppulo,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Demand Generation Manager,264998,2,1,Logi Analytics,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Senior Account Executive,11159,4,4,Salesforce,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior Account Executive,34865,4,3,LinkedIn,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Senior Account Executive,402100,2,2,Nitro,3.5,8,7,28.57143,2,0,0,71.42857,5
Senior Account Executive,9079,1,1,Google,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Senior Account Executive,1737,1,1,Oracle,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Senior Account Executive,950758,1,1,Slack,3.2,5,5,100,5,0,0,0,0
Small Business Sales Representative,9079,1,1,Google,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Solutions Engineer,11159,13,9,Salesforce,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Solutions Engineer,1098439,1,1,Arkphire,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Solutions Engineer,32824,1,1,TransPerfect,3.5,8,7,28.57143,2,0,0,71.42857,5
Solutions Engineer,950758,1,1,Slack,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Project Manager,1651,7,6,Microsoft,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Project Manager,354,3,3,IBM,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Project Manager,6036,3,3,Amazon,3.5,8,7,28.57143,2,0,0,71.42857,5
Project Manager,8344,8,3,ICON,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Project Manager,1327,3,3,Dell,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Project Manager,640364,2,2,Smartbox Worldwide,3.2,5,5,100,5,0,0,0,0
Project Manager,5632,2,2,AECOM,3,5,5,100,5,0,0,0,0
Project Manager,339862,2,2,Version 1,2.6666667,3,4,50,2,0,0,50,2
Project Manager,275,2,2,Houghton Mifflin Harcourt,3,4,4,25,1,50,2,25,1
Project Manager,40727,2,2,Synchronoss,3.25,4,4,75,3,0,0,25,1
Project Coordinator,454,3,1,Mylan Inc,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Project Coordinator,1931,1,1,Symantec,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Project Coordinator,1002917,1,1,LotusWorks,3.5,8,7,28.57143,2,0,0,71.42857,5
Treasury Analyst,8843,2,1,Citi,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Manager Regulatory Affairs,354,2,1,IBM,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Manager Regulatory Affairs,2151,1,1,AOL,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Manager Regulatory Affairs,232,5,1,Equifax,3.5,8,7,28.57143,2,0,0,71.42857,5
Manager Regulatory Affairs,88,1,1,BD,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Manager Regulatory Affairs,229836,1,1,Verizon Telematics,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Manager Regulatory Affairs,197851,1,1,Workday,3.2,5,5,100,5,0,0,0,0
Manager Regulatory Affairs,791912,1,1,FieldAware,3,5,5,100,5,0,0,0,0
Manager Regulatory Affairs,403579,1,1,Rakuten Kobo,2.6666667,3,4,50,2,0,0,50,2
Manager Regulatory Affairs,1182717,1,1,Sagax Technologies,3,4,4,25,1,50,2,25,1
Laboratory Productivity Solutions Project Manager Ireland,461657,3,3,New Relic,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Laboratory Productivity Solutions Project Manager Ireland,11159,2,2,Salesforce,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Laboratory Productivity Solutions Project Manager Ireland,227605,2,2,HubSpot,3.5,8,7,28.57143,2,0,0,71.42857,5
Laboratory Productivity Solutions Project Manager Ireland,323717,1,1,Qualtrics,3.3333333,6,6,50,3,16.666668,1,33.333336,2
